LECROYWR640Zi,59892,Waveform
Segments,1,SegmentSize,4002
Segment,TrigTime,TimeSinceSegment1
#1,01-Nov-2023 13:34:18,0                 
Time,Ampl
-4.04017e-08,0.00288068
-4.03517e-08,0.00732958
-4.03017e-08,0.00529737
-4.02517e-08,0.00408902
-4.02017e-08,0.0044735
-4.01517e-08,0.00985612
-4.01017e-08,0.0166943
-4.00517e-08,0.0133988
-4.00017e-08,0.00697257
-3.99517e-08,0.00584661
-3.99017e-08,0.0040341
-3.98517e-08,0.000930848
-3.98017e-08,-0.00107391
-3.97517e-08,0.00153502
-3.97017e-08,0.00414395
-3.96517e-08,-0.00453417
-3.96017e-08,-0.0126905
-3.95517e-08,-0.0142559
-3.95017e-08,-0.0219453
-3.94517e-08,-0.0274653
-3.94017e-08,-0.0214785
-3.93517e-08,-0.0137615
-3.93017e-08,-0.0107407
-3.92517e-08,-0.0136242
-3.92017e-08,-0.0135144
-3.91517e-08,-0.000387347
-3.91017e-08,0.0158978
-3.90517e-08,0.0243288
-3.90017e-08,0.0258118
-3.89517e-08,0.0283932
-3.89017e-08,0.0321556
-3.88517e-08,0.0243013
-3.88017e-08,0.00996597
-3.87517e-08,0.00356724
-3.87017e-08,0.0014801
-3.86517e-08,-0.0032709
-3.86017e-08,-0.00810428
-3.85517e-08,-0.00818667
-3.85017e-08,-0.00593475
-3.84517e-08,-0.00461655
-3.84017e-08,-0.00406731
-3.83517e-08,-0.00406731
-3.83017e-08,-0.00233718
-3.82517e-08,-0.00159569
-3.82017e-08,-0.00469894
-3.81517e-08,-0.00755503
-3.81017e-08,-0.0112075
-3.80517e-08,-0.0122236
-3.80017e-08,-0.00533058
-3.79517e-08,-0.00357298
-3.79017e-08,-0.0120314
-3.78517e-08,-0.021451
-3.78017e-08,-0.0273554
-3.77517e-08,-0.0238128
-3.77017e-08,-0.0173591
-3.76517e-08,-0.0166176
-3.76017e-08,-0.012718
-3.75517e-08,-0.00961471
-3.75017e-08,-0.0153818
-3.74517e-08,-0.0160409
-3.74017e-08,-0.00697832
-3.73517e-08,-0.00486372
-3.73017e-08,-0.00813174
-3.72517e-08,-0.00365537
-3.72017e-08,0.00150756
-3.71517e-08,0.00150756
-3.71017e-08,0.00334754
-3.70517e-08,0.0119158
-3.70017e-08,0.0202644
-3.69517e-08,0.0211432
-3.69017e-08,0.0222691
-3.68517e-08,0.0221318
-3.68017e-08,0.0152113
-3.67517e-08,0.00963642
-3.67017e-08,0.00397917
-3.66517e-08,-0.00475387
-3.66017e-08,-0.00923024
-3.65517e-08,-0.0116744
-3.65017e-08,-0.0148051
-3.64517e-08,-0.0110428
-3.64017e-08,-0.00176047
-3.63517e-08,0.00304545
-3.63017e-08,-0.00252941
-3.62517e-08,-0.0131299
-3.62017e-08,-0.0133771
-3.61517e-08,-0.00892815
-3.61017e-08,-0.0106857
-3.60517e-08,-0.0062643
-3.60017e-08,2.45887e-05
-3.59517e-08,-0.00214494
-3.59017e-08,-0.00456163
-3.58517e-08,-0.00533058
-3.58017e-08,-0.00579744
-3.57517e-08,-0.0106583
-3.57017e-08,-0.0210116
-3.56517e-08,-0.0222749
-3.56017e-08,-0.0153543
-3.55517e-08,-0.0152994
-3.55017e-08,-0.0190343
-3.54517e-08,-0.0166176
-3.54017e-08,-0.010164
-3.53517e-08,-0.0053855
-3.53017e-08,-0.0028315
-3.52517e-08,-0.00247449
-3.52017e-08,-0.00203509
-3.51517e-08,-0.000936595
-3.51017e-08,-0.00511088
-3.50517e-08,-0.00802189
-3.50017e-08,0.00150756
-3.49517e-08,0.0162274
-3.49017e-08,0.020182
-3.48517e-08,0.0127946
-3.48017e-08,0.0109546
-3.47517e-08,0.0145797
-3.47017e-08,0.0109272
-3.46517e-08,-0.00145838
-3.46017e-08,-0.0162606
-3.45517e-08,-0.022934
-3.45017e-08,-0.0283441
-3.44517e-08,-0.0372968
-3.44017e-08,-0.0373792
-3.43517e-08,-0.0314473
-3.43017e-08,-0.0307058
-3.42517e-08,-0.0335344
-3.42017e-08,-0.0237029
-3.41517e-08,-0.00458909
-3.41017e-08,0.00189203
-3.40517e-08,0.00109562
-3.40017e-08,0.00623109
-3.39517e-08,0.00916956
-3.39017e-08,0.00590154
-3.38517e-08,0.00367709
-3.38017e-08,0.00332008
-3.37517e-08,0.000161901
-3.37017e-08,-0.006484
-3.36517e-08,-0.00914785
-3.36017e-08,-0.00931262
-3.35517e-08,-0.0103013
-3.35017e-08,-0.00697832
-3.34517e-08,-0.00129361
-3.34017e-08,0.00507767
-3.33517e-08,0.011394
-3.33017e-08,0.0128221
-3.32517e-08,0.00565438
-3.32017e-08,-0.0053855
-3.31517e-08,-0.00769234
-3.31017e-08,-0.00112883
-3.30517e-08,0.00112308
-3.30017e-08,-0.00535804
-3.29517e-08,-0.00598967
-3.29017e-08,0.00299053
-3.28517e-08,0.0087027
-3.28017e-08,0.0145247
-3.27517e-08,0.0199897
-3.27017e-08,0.0162274
-3.26517e-08,0.0114489
-3.26017e-08,0.0122728
-3.25517e-08,0.0177653
-3.25017e-08,0.0224888
-3.24517e-08,0.0156507
-3.24017e-08,0.00342992
-3.23517e-08,-0.000332422
-3.23017e-08,0.00244128
-3.22517e-08,0.00299053
-3.22017e-08,0.00191949
