LECROYWR640Zi,59892,Waveform
Segments,1,SegmentSize,4002
Segment,TrigTime,TimeSinceSegment1
#1,01-Nov-2023 13:36:55,0                 
Time,Ampl
-4.043813e-08,-0.00458909
-4.038813e-08,-8.52608e-05
-4.033813e-08,-0.00398492
-4.028813e-08,-0.0060446
-4.023813e-08,7.95135e-05
-4.018813e-08,0.00084846
-4.013813e-08,0.00260605
-4.008813e-08,0.00568184
-4.003813e-08,-0.000140186
-3.998813e-08,-0.000524659
-3.993813e-08,0.00263352
-3.988813e-08,-0.00393
-3.983813e-08,-0.0114822
-3.978813e-08,-0.013432
-3.973813e-08,-0.0138714
-3.968813e-08,-0.0150248
-3.963813e-08,-0.01486
-3.958813e-08,-0.0174964
-3.953813e-08,-0.022522
-3.948813e-08,-0.0208743
-3.943813e-08,-0.0141735
-3.938813e-08,-0.0085986
-3.933813e-08,-0.00412223
-3.928813e-08,-0.00491864
-3.923813e-08,-0.013075
-3.918813e-08,-0.0201328
-3.913813e-08,-0.025433
-3.908813e-08,-0.0283166
-3.903813e-08,-0.024362
-3.898813e-08,-0.0143382
-3.893813e-08,-0.000332422
-3.888813e-08,0.00255113
-3.883813e-08,-0.00134853
-3.878813e-08,0.00389679
-3.873813e-08,-0.00121122
-3.868813e-08,-0.01302
-3.863813e-08,-0.01302
-3.858813e-08,-0.0170296
-3.853813e-08,-0.0249387
-3.848813e-08,-0.0250486
-3.843813e-08,-0.0205173
-3.838813e-08,-0.00975202
-3.833813e-08,-0.00088167
-3.828813e-08,-0.0062643
-3.823813e-08,-0.0137341
-3.818813e-08,-0.0180182
-3.813813e-08,-0.0285363
-3.808813e-08,-0.0381207
-3.803813e-08,-0.0390269
-3.798813e-08,-0.0343309
-3.793813e-08,-0.0252957
-3.788813e-08,-0.0170296
-3.783813e-08,-0.0170845
-3.778813e-08,-0.0243345
-3.773813e-08,-0.0310903
-3.768813e-08,-0.0313649
-3.763813e-08,-0.0260921
-3.758813e-08,-0.0181006
-3.753813e-08,-0.00884576
-3.748813e-08,-0.00758249
-3.743813e-08,-0.0147227
-3.738813e-08,-0.0162881
-3.733813e-08,-0.0173591
-3.728813e-08,-0.0269984
-3.723813e-08,-0.0327106
-3.718813e-08,-0.028399
-3.713813e-08,-0.0220002
-3.708813e-08,-0.0181006
-3.703813e-08,-0.01302
-3.698813e-08,-0.00478133
-3.693813e-08,-0.0030512
-3.688813e-08,-0.0107681
-3.683813e-08,-0.0203525
-3.678813e-08,-0.025433
-3.673813e-08,-0.0269709
-3.668813e-08,-0.0312001
-3.663813e-08,-0.030184
-3.658813e-08,-0.0212862
-3.653813e-08,-0.020325
-3.648813e-08,-0.0274927
-3.643813e-08,-0.0300467
-3.638813e-08,-0.0256253
-3.633813e-08,-0.0172218
-3.628813e-08,-0.0108231
-3.623813e-08,-0.0115371
-3.618813e-08,-0.00939501
-3.613813e-08,-0.00280404
-3.608813e-08,-0.00760996
-3.603813e-08,-0.0169197
-3.598813e-08,-0.0198033
-3.593813e-08,-0.022879
-3.588813e-08,-0.0186773
-3.583813e-08,-0.00681355
-3.578813e-08,-0.00313359
-3.573813e-08,-0.00274911
-3.568813e-08,0.00452842
