LECROYWR640Zi,59892,Waveform
Segments,1,SegmentSize,4002
Segment,TrigTime,TimeSinceSegment1
#1,01-Nov-2023 13:36:55,0                 
Time,Ampl
-4.043932e-08,0.0040341
-4.038932e-08,0.00710988
-4.033932e-08,0.0133164
-4.028932e-08,0.0127122
-4.023932e-08,0.00255113
-4.018932e-08,-0.00653892
-4.013932e-08,-0.00821413
-4.008932e-08,-0.0100816
-4.003932e-08,-0.0153543
-3.998932e-08,-0.0164803
-3.993932e-08,-0.0131848
-3.988932e-08,-0.00596221
-3.983932e-08,0.00485797
-3.978932e-08,0.00944419
-3.973932e-08,0.0101307
-3.968932e-08,0.011806
-3.963932e-08,0.00727466
-3.958932e-08,0.0012604
-3.953932e-08,-0.000497197
-3.948932e-08,-0.00777473
-3.943932e-08,-0.0224122
-3.938932e-08,-0.030184
-3.933932e-08,-0.0254605
-3.928932e-08,-0.0186773
-3.923932e-08,-0.0152994
-3.918932e-08,-0.0139812
-3.913932e-08,-0.0139263
-3.908932e-08,-0.012718
-3.903932e-08,-0.0143932
-3.898932e-08,-0.0191167
-3.893932e-08,-0.0121412
-3.888932e-08,0.00367709
-3.883932e-08,0.0110645
-3.878932e-08,0.0111469
-3.873932e-08,0.005929
-3.868932e-08,-0.00873591
-3.863932e-08,-0.0184301
-3.858932e-08,-0.0155191
-3.853932e-08,-0.0207644
-3.848932e-08,-0.0377911
-3.843932e-08,-0.045206
-3.838932e-08,-0.0339189
-3.833932e-08,-0.0173866
-3.828932e-08,-0.0123335
-3.823932e-08,-0.010878
-3.818932e-08,-5.77984e-05
-3.813932e-08,0.0115588
-3.808932e-08,0.0170238
-3.803932e-08,0.0152662
-3.798932e-08,0.00966389
-3.793932e-08,0.0105152
-3.788932e-08,0.0122179
-3.783932e-08,0.00919703
-3.778932e-08,0.00263352
-3.773932e-08,-0.00920277
-3.768932e-08,-0.0142284
-3.763932e-08,-0.0115096
-3.758932e-08,-0.0101365
-3.753932e-08,-0.00214494
-3.748932e-08,0.00642333
-3.743932e-08,0.00430872
-3.738932e-08,0.0022765
-3.733932e-08,0.0042538
-3.728932e-08,-0.000442272
-3.723932e-08,-0.00901054
-3.718932e-08,-0.0112899
-3.713932e-08,-0.00944993
-3.708932e-08,-0.00436939
-3.703932e-08,0.00900479
-3.698932e-08,0.0233127
-3.693932e-08,0.022022
-3.688932e-08,0.00971881
-3.683932e-08,0.00631348
-3.678932e-08,0.0117785
-3.673932e-08,0.0184519
-3.668932e-08,0.0275419
-3.663932e-08,0.0366869
-3.658932e-08,0.0422617
-3.653932e-08,0.0449531
-3.648932e-08,0.0440468
-3.643932e-08,0.0397901
-3.638932e-08,0.0314416
-3.633932e-08,0.0141128
-3.628932e-08,0.00175472
-3.623932e-08,0.0087027
