LECROYWR640Zi,59892,Waveform
Segments,1,SegmentSize,4002
Segment,TrigTime,TimeSinceSegment1
#1,01-Nov-2023 13:34:09,0                 
Time,Ampl
-4.041066e-08,-3.03361e-05
-4.036066e-08,0.00639586
-4.031066e-08,0.0091421
-4.026066e-08,0.00647825
-4.021066e-08,0.00123293
-4.016066e-08,-0.000222573
-4.011066e-08,0.00529737
-4.006066e-08,0.0072472
-4.001066e-08,-0.00236464
-3.996066e-08,-0.00862606
-3.991066e-08,0.00084846
-3.986066e-08,0.00606631
-3.981066e-08,-0.00576998
-3.976066e-08,-0.0121687
-3.971066e-08,-0.00598967
-3.966066e-08,-0.00653892
-3.961066e-08,-0.0149424
-3.956066e-08,-0.0146129
-3.951066e-08,-0.00653892
-3.946066e-08,-0.00733533
-3.941066e-08,-0.0128278
-3.936066e-08,-0.0125532
-3.931066e-08,-0.0140087
-3.926066e-08,-0.0128827
-3.921066e-08,-0.00483625
-3.916066e-08,-0.00233718
-3.911066e-08,-0.0032709
-3.906066e-08,0.0042538
-3.901066e-08,0.0145522
-3.896066e-08,0.0153211
-3.891066e-08,0.0111469
-3.886066e-08,0.00903225
-3.881066e-08,0.00812599
-3.876066e-08,0.00735705
-3.871066e-08,0.00590154
-3.866066e-08,0.00900479
-3.861066e-08,0.0137832
-3.856066e-08,0.00529737
-3.851066e-08,-0.0125257
-3.846066e-08,-0.0246916
-3.841066e-08,-0.0352371
-3.836066e-08,-0.0426245
-3.831066e-08,-0.0371595
-3.826066e-08,-0.0338915
-3.821066e-08,-0.0364455
-3.816066e-08,-0.0261471
-3.811066e-08,-0.00785712
-3.806066e-08,0.00474812
-3.801066e-08,0.0108173
-3.796066e-08,0.00878509
-3.791066e-08,0.00263352
-3.786066e-08,0.00260605
-3.781066e-08,0.00279829
-3.776066e-08,0.00106816
-3.771066e-08,0.00721973
-3.766066e-08,0.0122728
-3.761066e-08,0.0117236
-3.756066e-08,0.0107075
-3.751066e-08,0.00996597
-3.746066e-08,0.0135086
-3.741066e-08,0.0142776
-3.736066e-08,0.00678034
-3.731066e-08,-0.00384761
-3.726066e-08,-0.0115371
-3.721066e-08,-0.010466
-3.716066e-08,-0.00593475
-3.711066e-08,0.000354137
-3.706066e-08,0.00886748
-3.701066e-08,0.00672541
-3.696066e-08,0.00364962
-3.691066e-08,0.00864778
-3.686066e-08,-0.000744358
-3.681066e-08,-0.0195286
-3.676066e-08,-0.0260372
-3.671066e-08,-0.0213686
-3.666066e-08,-0.0136242
-3.661066e-08,-0.0168099
-3.656066e-08,-0.0282617
-3.651066e-08,-0.0237853
-3.646066e-08,-0.00782965
-3.641066e-08,0.00172726
-3.636066e-08,0.00807107
-3.631066e-08,0.0104878
-3.626066e-08,0.0112018
-3.621066e-08,0.0163647
-3.616066e-08,0.0168041
-3.611066e-08,0.012108
-3.606066e-08,0.00853793
-3.601066e-08,0.0022765
-3.596066e-08,-0.00266673
-3.591066e-08,-0.00266673
-3.586066e-08,-0.00450671
-3.581066e-08,-0.00480879
-3.576066e-08,-0.0053855
-3.571066e-08,-0.0129102
-3.566066e-08,-0.0143108
-3.561066e-08,-0.00574251
-3.556066e-08,0.00202934
-3.551066e-08,0.00867524
-3.546066e-08,0.014305
-3.541066e-08,0.0174907
-3.536066e-08,0.0170513
-3.531066e-08,0.00793376
-3.526066e-08,-0.00198017
-3.521066e-08,-0.00198017
-3.516066e-08,0.00310038
-3.511066e-08,0.0072472
-3.506066e-08,0.0105701
-3.501066e-08,0.0166668
-3.496066e-08,0.0225987
-3.491066e-08,0.0228733
-3.486066e-08,0.0176554
-3.481066e-08,0.0038144
-3.476066e-08,-0.0100266
-3.471066e-08,-0.0179633
-3.466066e-08,-0.0276575
-3.461066e-08,-0.0301291
-3.456066e-08,-0.0199955
-3.451066e-08,-0.0107956
-3.446066e-08,-0.00914785
-3.441066e-08,-0.00873591
-3.436066e-08,-0.00316105
-3.431066e-08,0.000930848
-3.426066e-08,-0.00137599
-3.421066e-08,-0.00252941
-3.416066e-08,-0.00445178
-3.411066e-08,-0.0102189
-3.406066e-08,-0.0110977
-3.401066e-08,-0.00689593
-3.396066e-08,-0.00629176
-3.391066e-08,-0.0106857
-3.386066e-08,-0.0112899
-3.381066e-08,-0.00725294
-3.376066e-08,-0.00895561
-3.371066e-08,-0.00609952
-3.366066e-08,0.00551707
-3.361066e-08,0.00831823
-3.356066e-08,0.00790629
-3.351066e-08,0.0124925
-3.346066e-08,0.0115313
-3.341066e-08,0.00851047
-3.336066e-08,0.0104603
-3.331066e-08,0.00809853
-3.326066e-08,0.00194696
-3.321066e-08,0.00461081
-3.316066e-08,0.0136459
-3.311066e-08,0.0157056
