LECROYWR640Zi,59892,Waveform
Segments,1,SegmentSize,4002
Segment,TrigTime,TimeSinceSegment1
#1,01-Nov-2023 13:34:12,0                 
Time,Ampl
-4.043057e-08,0.0217199
-4.038057e-08,0.0236148
-4.033057e-08,0.0279264
-4.028057e-08,0.0210059
-4.023057e-08,0.0057093
-4.018057e-08,-0.00414969
-4.013057e-08,-0.00233718
-4.008057e-08,0.00392425
-4.003057e-08,0.00422633
-3.998057e-08,0.00455588
-3.993057e-08,0.0098012
-3.988057e-08,0.0170238
-3.983057e-08,0.0257294
-3.978057e-08,0.0274595
-3.973057e-08,0.0219396
-3.968057e-08,0.0185617
-3.963057e-08,0.0140853
-3.958057e-08,0.0129044
-3.953057e-08,0.0162549
-3.948057e-08,0.00730212
-3.943057e-08,-0.00681355
-3.938057e-08,-0.00755503
-3.933057e-08,0.000875923
-3.928057e-08,0.00886748
-3.923057e-08,0.0101582
-3.918057e-08,0.00763167
-3.913057e-08,0.00955404
-3.908057e-08,0.0135086
-3.903057e-08,0.0149367
-3.898057e-08,0.0155683
-3.893057e-08,0.00999344
-3.888057e-08,0.000820998
-3.883057e-08,0.00568184
-3.878057e-08,0.0155408
-3.873057e-08,0.0142501
-3.868057e-08,0.0111469
-3.863057e-08,0.0131791
-3.858057e-08,0.0179026
-3.853057e-08,0.0181223
-3.848057e-08,0.0127946
-3.843057e-08,0.0168041
-3.838057e-08,0.0238619
-3.833057e-08,0.0124651
-3.828057e-08,-0.00533058
-3.823057e-08,-0.0067037
-3.818057e-08,0.00373201
-3.813057e-08,0.00713735
-3.808057e-08,0.00441857
-3.803057e-08,0.011037
-3.798057e-08,0.0172984
-3.793057e-08,0.0128221
-3.788057e-08,0.0144423
-3.783057e-08,0.0180948
-3.778057e-08,0.00993851
-3.773057e-08,0.00255113
-3.768057e-08,0.00131532
-3.763057e-08,0.00180964
-3.758057e-08,0.00864778
-3.753057e-08,0.0192757
-3.748057e-08,0.0233402
-3.743057e-08,0.0257568
-3.738057e-08,0.0266906
-3.733057e-08,0.0131516
-3.728057e-08,-0.00165062
-3.723057e-08,-0.0034906
-3.718057e-08,-0.00766488
-3.713057e-08,-0.0168922
-3.708057e-08,-0.0124983
-3.703057e-08,0.00559945
-3.698057e-08,0.0191384
-3.693057e-08,0.0236972
-3.688057e-08,0.0279538
-3.683057e-08,0.0311944
-3.678057e-08,0.0244661
-3.673057e-08,0.0115313
-3.668057e-08,0.00631348
-3.663057e-08,0.00713735
-3.658057e-08,0.00455588
-3.653057e-08,0.003375
-3.648057e-08,0.00933434
-3.643057e-08,0.0172984
-3.638057e-08,0.0220769
-3.633057e-08,0.0263336
-3.628057e-08,0.0281186
-3.623057e-08,0.0225163
-3.618057e-08,0.0191384
-3.613057e-08,0.0223515
-3.608057e-08,0.0215276
-3.603057e-08,0.017985
-3.598057e-08,0.0199348
-3.593057e-08,0.0210059
-3.588057e-08,0.0142501
-3.583057e-08,0.00491289
-3.578057e-08,0.00255113
-3.573057e-08,0.00790629
-3.568057e-08,0.00779644
-3.563057e-08,5.20511e-05
-3.558057e-08,-0.0015133
-3.553057e-08,0.00375947
-3.548057e-08,0.00798868
-3.543057e-08,0.0110919
-3.538057e-08,0.0113666
-3.533057e-08,0.00837315
-3.528057e-08,0.0117236
-3.523057e-08,0.0214453
-3.518057e-08,0.023093
-3.513057e-08,0.0180125
-3.508057e-08,0.0155408
-3.503057e-08,0.0102681
-3.498057e-08,0.00669795
-3.493057e-08,0.0107349
-3.488057e-08,0.0130143
-3.483057e-08,0.00925195
-3.478057e-08,0.000546374
-3.473057e-08,-0.0081592
-3.468057e-08,-0.0109329
-3.463057e-08,-0.0111526
-3.458057e-08,-0.013075
-3.453057e-08,-0.0111801
-3.448057e-08,-0.00706071
-3.443057e-08,-0.00988933
-3.438057e-08,-0.0113723
-3.433057e-08,-0.00266673
-3.428057e-08,0.0107624
-3.423057e-08,0.0194405
-3.418057e-08,0.0173259
-3.413057e-08,0.0145247
-3.408057e-08,0.0128495
-3.403057e-08,-0.00030496
-3.398057e-08,-0.015629
-3.393057e-08,-0.0223023
-3.388057e-08,-0.0231262
-3.383057e-08,-0.0175239
-3.378057e-08,-0.00791204
-3.373057e-08,-0.00167808
-3.368057e-08,-0.000442272
-3.363057e-08,-0.000359885
-3.358057e-08,0.00145263
-3.353057e-08,0.00620363
-3.348057e-08,0.0100758
-3.343057e-08,0.0114215
-3.338057e-08,0.013948
-3.333057e-08,0.0118609
-3.328057e-08,0.00787883
-3.323057e-08,0.0113391
-3.318057e-08,0.00971881
-3.313057e-08,0.00112308
-3.308057e-08,-0.00489118
-3.303057e-08,-0.00873591
-3.298057e-08,-0.00675862
-3.293057e-08,-0.00541296
-3.288057e-08,-0.00870845
-3.283057e-08,-0.00689593
-3.278057e-08,-0.00019511
-3.273057e-08,0.00661556
-3.268057e-08,0.00829077
-3.263057e-08,0.00430872
-3.258057e-08,0.00546214
-3.253057e-08,0.00908718
-3.248057e-08,0.0063684
-3.243057e-08,0.00246874
-3.238057e-08,-0.00310612
-3.233057e-08,-0.0102738
-3.228057e-08,-0.0143108
-3.223057e-08,-0.0204349
-3.218057e-08,-0.0270259
-3.213057e-08,-0.0246092
-3.208057e-08,-0.0178809
-3.203057e-08,-0.0157937
-3.198057e-08,-0.01302
-3.193057e-08,-0.00258434
-3.188057e-08,0.0108173
-3.183057e-08,0.0190835
-3.178057e-08,0.0182047
-3.173057e-08,0.0126298
-3.168057e-08,0.0134262
-3.163057e-08,0.0158704
-3.158057e-08,0.0115588
-3.153057e-08,0.00911464
-3.148057e-08,0.00949911
-3.143057e-08,0.0105701
-3.138057e-08,0.0131241
-3.133057e-08,0.00903225
-3.128057e-08,0.00233143
-3.123057e-08,0.00134278
-3.118057e-08,0.0003816
-3.113057e-08,-0.00123868
-3.108057e-08,-0.00379268
-3.103057e-08,-0.0121962
-3.098057e-08,-0.0151621
-3.093057e-08,-0.00406731
-3.088057e-08,0.00554453
-3.083057e-08,0.00433618
-3.078057e-08,0.0014801
-3.073057e-08,0.00213919
-3.068057e-08,0.00738451
-3.063057e-08,0.012163
-3.058057e-08,0.00488543
-3.053057e-08,-0.00653892
-3.048057e-08,-0.00769234
-3.043057e-08,-0.00722548
-3.038057e-08,-0.0167824
-3.033057e-08,-0.0240599
-3.028057e-08,-0.020737
-3.023057e-08,-0.0210391
-3.018057e-08,-0.0228516
-3.013057e-08,-0.0183752
-3.008057e-08,-0.0173042
-3.003057e-08,-0.0165902
-2.998057e-08,-0.0107681
-2.993057e-08,-0.0060446
-2.988057e-08,0.00194696
-2.983057e-08,0.0138107
-2.978057e-08,0.0205665
-2.973057e-08,0.0287777
-2.968057e-08,0.0385818
-2.963057e-08,0.0343251
-2.958057e-08,0.018699
-2.953057e-08,0.00417141
-2.948057e-08,-0.0051658
-2.943057e-08,-0.0136242
-2.938057e-08,-0.0216982
-2.933057e-08,-0.0194462
-2.928057e-08,-0.00942247
-2.923057e-08,-0.00346313
-2.918057e-08,-0.00154077
-2.913057e-08,0.00150756
-2.908057e-08,0.0044735
-2.903057e-08,0.00145263
-2.898057e-08,-0.0129651
-2.893057e-08,-0.0261471
-2.888057e-08,-0.0193639
-2.883057e-08,-0.00977948
-2.878057e-08,-0.0129102
-2.873057e-08,-0.011235
-2.868057e-08,-0.00986187
-2.863057e-08,-0.0134869
-2.858057e-08,-0.00203509
-2.853057e-08,0.0115039
-2.848057e-08,0.00678034
-2.843057e-08,-0.00176047
-2.838057e-08,-0.000359885
-2.833057e-08,0.00485797
-2.828057e-08,0.00790629
-2.823057e-08,0.00710988
-2.818057e-08,0.00268844
-2.813057e-08,-0.000469734
-2.808057e-08,-0.00307866
-2.803057e-08,-0.0062643
-2.798057e-08,-0.00703324
-2.793057e-08,-0.00612699
-2.788057e-08,-0.00763742
-2.783057e-08,-0.0102463
-2.778057e-08,-0.00656638
-2.773057e-08,0.00200188
-2.768057e-08,0.00499528
-2.763057e-08,0.00150756
-2.758057e-08,0.00164487
-2.753057e-08,0.000491449
-2.748057e-08,-0.0100816
